X	intensity_IB_1_24	intensity_IB2_1_24	intensity_KR_1_24	intensity_IB_30_6	intensity_IB2_30_6	intensity_KR_30_6
1070|H	21.4695130292372	19.4155250481778	NA	22.6479785104164	19.5975348377282	NA
1071|H	NA	NA	NA	NA	17.9972143078699	NA
1072|H	NA	NA	NA	NA	18.2712511308278	NA
1073|H	NA	18.1169841720179	NA	NA	NA	NA
1074|H	NA	20.4860202922611	16.3616307551437	NA	19.4650514296769	NA
1075|H	NA	18.2045088064212	21.1336905263393	20.4443571543562	NA	20.6915413421328
1076|H	NA	22.7075167199386	NA	21.7801905419711	22.8722700213853	17.7135893350266
1077|H	NA	17.8123510037051	NA	NA	18.6905922901509	NA
1078|H	NA	22.7011439795416	NA	NA	23.8256369207896	NA
1079|H	NA	20.4623140537881	16.8628401389777	NA	19.0684443604187	19.167222772752
1082|H	NA	19.8040965147536	NA	NA	NA	NA
1083|H	NA	21.5126742761979	NA	21.7772068598469	22.2827914626115	NA
1086|H	NA	20.2139423454997	21.6604606557931	NA	23.6516708818719	22.3636470175226
1090|H	NA	20.9766847984138	NA	NA	19.1746188904126	NA
1091|H	NA	NA	NA	NA	NA	18.5488470988814
1092|H	NA	NA	17.5715582447023	NA	NA	17.5350872169727
1093|H	NA	16.0149764418105	NA	NA	NA	NA
1094|H	NA	15.8663622221445	NA	NA	14.5791913226044	NA
1095|H	NA	11.7026001729467	NA	NA	NA	NA
1096|H	NA	NA	NA	NA	18.3205279227184	NA
1098|H	NA	17.5336075013128	NA	19.9279771709456	17.5387747308617	NA
1103|H	NA	NA	NA	NA	21.4436602937911	NA
1104|H	NA	NA	NA	NA	21.4436602937911	NA
1105|H	NA	23.6228246254031	NA	NA	23.8002602256086	NA
1106|H	NA	19.7023113856972	NA	NA	NA	NA
1107|H	NA	23.9060825133916	NA	NA	24.3407137355762	NA
1109|H	NA	19.5695552981298	NA	NA	22.2463342248688	NA
1110|H	21.4472122730793	23.1293510613419	22.045030766706	21.4970379848853	21.0238976229434	24.1565789172029
1111|H	NA	NA	18.2921451693094	NA	16.5864370829973	NA
1112|H	NA	20.3978900491464	19.6786058934355	21.6974728792475	18.5054185930772	22.2808971427119
1116|H	23.71139262504	23.8669674709204	22.6625681819138	23.9523563481545	24.9261564856964	23.6937859785015
1117|H	23.7183226207198	22.9746028781783	20.3152871680505	23.9523563481545	24.0482013151223	23.9958685472225
1122|H	21.2825318776747	19.9946926900245	NA	NA	21.0649917809145	NA
1123|H	NA	20.1088086862003	21.1942524175087	NA	23.2779833993183	22.0022456605051
1124|H	19.0922186733772	21.2146072408596	21.0210296407624	NA	20.6813223772133	19.9438273847443
1125|H	NA	20.6295041147494	NA	NA	19.2087568722426	NA
1126|H	NA	21.0391716261872	NA	NA	23.3214987928896	NA
1127|H	NA	21.285400714336	NA	NA	23.3214987928896	NA
1128|H	NA	NA	NA	NA	19.3110003843197	NA
1129|H	20.0264974437763	NA	NA	NA	18.8099778040986	NA
1130|H	24.031470870577	21.436612452712	NA	24.7237688084737	21.9242641161305	20.3194088419306
1131|H	23.231936066819	20.7431893713876	NA	23.4470094937455	20.6552619772257	NA
1132|H	20.8880801864176	NA	NA	18.8900007114711	NA	NA
1137|H	22.5008880159816	20.3786683376653	NA	22.9517326761615	22.1570004139435	19.2675008788473
1138|H	NA	NA	NA	NA	17.5577458702191	NA
1139|H	NA	17.7109354559663	NA	NA	NA	NA
1140|H	NA	16.3617382495573	NA	NA	17.92798027193	19.7608586721579
1141|H	NA	16.5906702214353	21.5790953443726	21.1300347481785	20.8628532800644	21.7874783175501
1142|H	NA	NA	NA	NA	17.5734070380464	20.8774314805034
1144|H	NA	17.8881979675102	NA	NA	NA	NA
1145|H	NA	10.5786856439427	NA	NA	12.3858616044302	NA
1146|H	NA	10.5786856439427	NA	NA	12.3858616044302	NA
1147|H	23.2770403769508	20.9707025151175	23.5318929329235	20.1172823014445	20.0582990257122	23.0071737986578
1148|H	NA	18.0839333476941	NA	NA	NA	NA
1149|H	NA	18.0839333476941	NA	NA	NA	NA
1150|H	NA	18.0839333476941	NA	NA	NA	NA
1151|H	NA	18.0839333476941	NA	NA	NA	NA
1152|H	20.1141747681577	NA	NA	19.423179201836	NA	NA
1153|H	20.1141747681577	NA	NA	19.423179201836	NA	NA
1154|H	NA	20.7875544876079	NA	23.1274263189848	22.5335583211419	21.892729142101
1155|H	21.1679933112234	NA	NA	NA	NA	NA
1157|H	NA	NA	NA	NA	NA	21.3906408655474
1158|H	NA	18.9949904291734	NA	NA	17.9204434348603	NA
1159|H	NA	18.414670655709	NA	NA	17.8892171690313	NA
1160|H	21.3695653665168	22.7317476123874	NA	21.4823520839123	NA	NA
1161|H	22.1639048297375	24.2708190163934	21.9922721177236	22.2815031635702	25.8574246368127	22.1999746064217
1162|H	20.9972498860233	24.4189408957399	21.1980674481885	22.8569285467411	25.7710605787849	22.1999746064217
1163|H	22.9578778539108	25.1972648684208	18.2785292326133	19.9822871548383	24.4368861423654	22.4445044038301
1164|H	21.4106584570702	22.1802483431805	21.3408974625402	20.4659065573773	23.2880434957042	21.7823727463036
1165|H	22.0379745606703	22.356385736031	22.1777776906111	21.3479335334275	21.1684968521361	23.5291236495018
1166|H	22.0379745606703	22.356385736031	22.1777776906111	21.3479335334275	21.1684968521361	23.5291236495018
1167|H	NA	13.4966804950843	NA	NA	NA	NA
1168|H	NA	18.1431396050983	NA	NA	20.5459797083286	NA
1169|H	22.3061698641218	19.9990929668272	NA	NA	NA	NA
1171|H	NA	18.8057946423077	NA	NA	21.2760000327677	NA
1172|H	NA	18.8057946423077	NA	NA	21.2760000327677	NA
1173|H	NA	18.8057946423077	NA	NA	21.2760000327677	NA
1174|H	NA	18.8057946423077	NA	NA	21.2760000327677	NA
1177|H	24.9769435920291	25.3471882815268	18.3843377151474	22.9911138941355	25.6181340902676	24.3393521033231
1178|H	NA	NA	18.643393837867	NA	NA	NA
1182|H	NA	NA	22.8630600849758	NA	NA	NA
1183|H	NA	NA	22.8630600849758	NA	NA	NA
1184|H	NA	NA	19.8913473105019	NA	17.3255263136272	16.4205644848613
1191|H	NA	20.0382762867539	NA	NA	17.079250348129	NA
1192|H	23.1129560799406	19.5167028191241	20.914153747873	22.1982905473514	19.396067210288	NA
1194|H	NA	19.4229794772271	NA	NA	18.6506340134815	NA
1195|H	23.7240113998223	22.3577755041798	21.176205056537	23.5308105862925	22.4542233880155	20.4216041904587
1197|H	NA	18.8118914046177	NA	NA	21.2874731477857	NA
1198|H	NA	12.6783162410085	NA	NA	16.5784695540372	NA
1199|H	NA	12.6783162410085	NA	NA	16.5784695540372	NA
1200|H	NA	19.9105795901501	NA	NA	19.4721928561256	NA
1201|H	NA	17.275973695779	21.2378104683634	NA	19.0858172040985	NA
1202|H	NA	18.2996147644789	NA	NA	19.5000291267935	NA
1203|H	21.1346519199296	19.4688025292197	NA	19.2003286123782	21.1358155608278	NA
1204|H	22.9444309801083	19.9476608975242	19.9798706727561	22.543082910929	22.5493753891324	NA
1205|H	NA	21.2102286449265	18.522274570506	20.3041145675906	21.3858244760948	20.7852072651594
1209|H	28.3318669992877	28.275315046314	28.4898320945904	30.5038499251981	29.3373400990761	27.8441382134178
1210|H	NA	17.5864086608612	NA	NA	NA	NA
1211|H	NA	23.6248461507795	NA	NA	25.733308772559	NA
1212|H	17.4686275863135	26.6599479283869	NA	NA	27.9368760522522	NA
1213|H	20.1035323534335	26.9417151111748	18.5454832785863	NA	28.1194934881119	19.8409020196129
1215|H	23.7567470151163	NA	NA	NA	NA	NA
1219|H	NA	NA	21.6982525875782	NA	NA	22.4169705836716
1222|H	20.9419295115997	18.1154732786207	17.6113603378671	20.0850508008196	22.6257413057544	NA
1226|H	19.2764425465466	NA	20.4842063090122	19.4252282681618	20.1878901541403	21.9472947621818
1227|H	NA	19.9090004925111	NA	NA	18.3317072170027	NA
1231|H	NA	NA	NA	NA	19.3583014270144	NA
1233|H	23.7246296174184	19.0967076476378	NA	24.6563541219866	NA	NA
1234|H	25.5357643518603	26.7202796641675	25.0457934683765	26.0627534867138	26.6794145958815	21.9251813605626
1235|H	NA	18.0346661917326	NA	NA	21.8554243499474	NA
1236|H	NA	17.1705173368015	NA	NA	20.8424812682397	NA
1237|H	NA	15.6036610599551	NA	NA	15.4740438510801	NA
1238|H	NA	NA	NA	22.034098216574	NA	NA
1239|H	17.3358915209309	24.4848971847939	22.5054705340799	20.1160952977162	25.460582260798	24.1494323809088
1240|H	24.6470328618395	25.2204311392409	23.7548159216479	25.4562997721109	24.0419973359405	25.1909465179745
1241|H	NA	NA	NA	18.9733464892676	NA	NA
1242|H	25.4755190043598	25.7810516795901	23.6894827955389	25.1641258187443	24.4152174666275	25.3721865885001
1243|H	NA	20.292491332392	21.3234799358658	NA	18.3216785119856	NA
1244|H	NA	NA	NA	NA	18.539071535891	NA
1245|H	NA	NA	21.4730953093282	NA	NA	NA
1246|H	NA	NA	21.4730953093282	NA	NA	NA
1247|H	NA	20.7089331030551	NA	NA	NA	NA
1250|H	NA	20.3175614309944	NA	NA	18.1244214401911	NA
1251|H	NA	20.3175614309944	NA	NA	18.1244214401911	NA
1254|H	NA	21.2123555880969	NA	NA	23.2954284224592	NA
1255|H	NA	21.2123555880969	NA	NA	23.2954284224592	NA
1258|H	NA	20.4959839286577	NA	NA	22.013744469762	NA
1259|H	22.0148180104238	21.6854753203846	NA	NA	22.8805891678444	21.699787601696
1260|H	22.8024768604391	18.9360471211952	20.8048416378361	20.5518787303635	17.8025592759793	20.9153076344934
1261|H	NA	21.7728882443576	NA	NA	21.8366829193249	NA
1262|H	22.221740580077	26.1126587189944	20.543858164316	24.0275487159249	26.6094656480856	20.7061776763021
1263|H	NA	NA	17.3790157057453	NA	NA	NA
1267|H	NA	24.3657695740295	22.429288951243	NA	23.970701027929	26.2569832346205
1268|H	NA	24.3657695740295	22.429288951243	NA	23.970701027929	26.2569832346205
1269|H	NA	NA	18.6597668405358	NA	NA	NA
1270|H	19.4452495707332	22.0998947003617	21.6980242877595	20.8442845933823	19.8771572168294	22.2437172590657
1271|H	NA	NA	18.5607910670599	NA	NA	NA
1272|H	NA	21.7704553978057	NA	NA	NA	NA
1274|H	18.1657104869061	NA	NA	NA	NA	NA
1275|H	23.0972444300742	24.1757574855593	22.2091960839997	24.5300005243087	24.8823873746539	20.6431882602869
1276|H	NA	NA	23.4432768069497	NA	NA	NA
1277|H	NA	NA	NA	22.709328498813	21.6918163748747	23.9726615911642
1278|H	21.8073133971842	21.6907600246867	24.1975184467449	21.5851711979843	22.0868326502364	23.352801989279
1279|H	28.6257680610649	29.9969939175878	27.7167977673975	29.8822778696693	30.7623252900883	27.3949812721308
1280|H	NA	NA	NA	NA	21.7565269429048	26.1092389978691
1281|H	NA	23.2500764930911	NA	NA	21.5113553581787	19.7393728059291
1282|H	NA	NA	NA	NA	NA	28.2784259035133
1283|H	NA	NA	NA	NA	NA	29.9179990678815
1284|H	NA	23.2032363636186	24.1394354032174	24.113282383992	24.3203750410289	22.9845875861689
1285|H	24.387794237136	22.2561132734182	21.8813123015365	22.0545914891673	21.9906465039023	20.6943217910224
1286|H	22.6746937081168	22.7964642715233	22.3360933568481	22.4615798688217	23.5856336269647	23.3134272540944
1287|H	NA	NA	NA	NA	11.8010751065202	NA
1289|H	NA	21.0065841194391	19.6766236474961	20.4575384056882	22.1271838247631	22.5869303191376
1290|H	21.8893038378997	18.7423738386853	NA	NA	NA	NA
1291|H	24.8920582682166	24.3603777165149	23.7497584578586	23.1220272935519	22.5747044935964	25.4199433253349
1292|H	NA	20.1014717641476	22.8199012658037	22.7254282868679	19.4749102841296	19.6802855096459
1293|H	22.2333189995215	20.6656003592309	19.0856049359817	NA	22.2973944145161	NA
1294|H	23.5768377104432	18.221504048006	20.828478426151	21.6215581497971	19.607828858976	20.3757231767995
1295|H	NA	17.2229892756171	NA	23.0968803162592	NA	NA
1296|H	NA	17.257191010496	NA	21.1037357696066	16.751647677809	NA
1297|H	NA	19.4948896067257	NA	21.1037357696066	16.751647677809	NA
1298|H	22.0106764314359	20.4311439071035	NA	NA	21.1204642077556	NA
1299|H	20.6107061408503	22.0808061780745	NA	21.3858118405886	22.4790896497939	NA
1300|H	17.8845558931804	20.9173815001792	20.1703581935611	NA	22.5405237632267	22.8497830300552
1301|H	NA	22.2582232936416	NA	NA	22.7036557143587	NA
1302|H	NA	20.1408057991953	NA	NA	22.7640848497475	NA
1303|H	NA	23.0812268910906	21.4449103550097	NA	24.5722519246424	22.5048478211617
1304|H	NA	17.4909769365836	NA	NA	NA	NA
1305|H	NA	21.9642240049122	15.7059043531919	NA	24.7150908816022	19.5081790294401
1306|H	21.4768706628068	23.2200809666766	20.0684978462597	NA	24.9396560699347	19.5081790294401
1307|H	NA	13.8298683921226	NA	NA	NA	NA
1308|H	NA	13.8298683921226	NA	NA	NA	NA
1309|H	NA	NA	NA	NA	17.4634234362738	NA
1313|H	NA	NA	NA	NA	16.6210087493895	NA
1314|H	NA	NA	NA	NA	16.6210087493895	NA
1316|H	24.98047730144	24.3583541793474	23.6885638083013	26.0856745616575	25.1733746514042	24.4362589563383
1317|H	NA	20.787313846494	NA	NA	21.5993149173826	NA
1318|H	NA	16.8781351561477	NA	NA	NA	NA
1320|H	NA	17.6434967056336	NA	19.2601690218914	NA	NA
1321|H	22.5683153442706	23.0013029030682	18.5196312877931	22.8269852064285	23.1643843122064	19.2700378141476
1322|H	NA	21.6002325252927	NA	22.6574672053022	22.1492241522025	NA
1323|H	24.0041639585703	22.2383668008791	NA	21.0283018099615	23.6276323158589	14.4547888355266
1324|H	24.0041639585703	22.2383668008791	NA	21.0283018099615	23.6276323158589	14.4547888355266
1325|H	NA	NA	NA	NA	17.2974382758724	NA
1326|H	NA	19.6420677979142	NA	18.6890611668309	19.9582301638572	NA
1327|H	NA	15.4859016656036	NA	NA	NA	NA
1328|H	24.2542169083511	25.3703956726882	NA	NA	NA	NA
1331|H	NA	19.0112132964336	NA	19.1174440899471	15.9084321871461	NA
1332|H	NA	18.8248123533719	NA	NA	20.6899241695581	NA
1333|H	NA	17.6274238153774	NA	NA	22.810029046175	NA
1334|H	NA	17.6274238153774	NA	NA	22.810029046175	NA
1335|H	NA	NA	NA	NA	22.616322153422	NA
1336|H	NA	NA	NA	NA	17.3793398850348	NA
1337|H	NA	18.6940902954251	NA	NA	18.3277040966913	NA
1338|H	NA	NA	NA	NA	23.6677361401037	NA
1339|H	NA	NA	NA	NA	23.6677361401037	NA
1340|H	24.2754110900729	24.5416651730634	24.7183041163721	24.8828170478075	23.3342480762339	25.5553318902373
1341|H	23.0087857630706	23.1381393531404	19.4862596363188	NA	24.1148958279296	24.2997990677118
1342|H	22.978381678241	21.138085434725	NA	24.0420925856031	21.1390009504421	21.5198161232791
1343|H	23.9995737405267	25.3214959644192	23.0453358957615	23.0867938977843	24.5664814016616	25.7836461715093
1344|H	NA	19.548938115145	NA	NA	18.8492042185526	NA
1345|H	NA	19.548938115145	NA	NA	18.8492042185526	NA
1346|H	NA	19.6819660554549	NA	NA	21.5231873535455	NA
1347|H	19.927414904959	NA	NA	NA	NA	NA
1348|H	20.8837187642723	19.9568606164987	16.7220611573241	20.0589222209737	19.7713402234487	NA
1349|H	NA	NA	NA	NA	NA	19.6297888009566
1353|H	NA	17.7957124940862	NA	NA	16.6610119285708	NA
1354|H	19.9864179500421	20.4115157031957	19.9294350700244	21.8969445937437	20.6769178833854	17.8876016484453
1355|H	NA	17.2662972143177	NA	NA	NA	NA
1359|H	20.2547228508571	22.0132724826581	19.0863866121714	18.7509242721868	21.3638796181384	18.3135925964865
1360|H	19.3729822736433	23.1281299905615	NA	NA	22.9108878429424	15.5117863100135
1361|H	21.8189395739852	19.8197116398754	20.5703414622022	NA	22.4424542825102	NA
1362|H	NA	NA	NA	18.9020093552203	NA	NA
1366|H	NA	21.5923831334359	21.6844902487328	NA	21.9671727075998	NA
1367|H	24.8354247062085	24.0217210824289	22.3347723553042	25.6857463474388	24.8343387743721	23.9118477485718
1369|H	19.8991753579186	NA	NA	NA	NA	NA
1370|H	NA	NA	NA	NA	20.6880573603375	NA
