id	1h_vs_ud|IB	30m_vs_ud|IB	1h_vs_ud|IB2	30m_vs_ud|IB2	1h_vs_ud|KR	30m_vs_ud|KR	1d_vs_ud|IB	6h_vs_ud|IB	1d_vs_ud|IB2	6h_vs_ud|IB2	1d_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
3015	NA	-0.139875838259243	NA	NA	-0.453633024847244	-0.1632251640344	NA	0.126395270037674	NA	NA	0.00999294890407466	0.460273761650316	0.746967540691238	-0.0266786744248038	4.06983382420917	0.00825247148532363	0.445508090068498	-2.28704147273694
4505	NA	-0.036619993985341	NA	NA	-0.3003693238645	-0.122378078703676	NA	0.370131046132768	NA	NA	0.154907535281542	0.20235528247385	0.586612488167809	0.0446710778891071	4.06222147007917	0.00831811376292716	0.445508090068498	-2.29219949260853
1953	-0.0159867636267207	0.167729033414264	NA	NA	0.121334285584232	NA	-0.118316837435816	-0.569044501992417	NA	NA	-0.0374296735932916	NA	-0.621718262971173	-0.0752857429416247	-4.05723941094089	0.00836139638067907	0.445508090068498	-2.29558130089698
4852	NA	NA	NA	-0.0811265049984382	0.45457910429452	-0.0363958717096026	NA	NA	NA	-0.00142052808773508	-0.356785325978687	-0.351596997934355	-0.670940855760917	-0.0621243540690497	-3.88767133682649	0.00999916273635116	0.445508090068498	-2.41356259864249
3443	-0.0936980374828464	-0.00271152716613791	NA	NA	-0.38488144946114	NA	-0.137170961962167	-1.09795813739046	NA	NA	-0.313361817162901	NA	-0.858668393918468	-0.338296988437609	-3.88422571578837	0.0100360279747989	0.445508090068498	-2.41601854237019
1963	NA	0.27977481076957	NA	NA	0.891572815631125	0.319354372442318	NA	0.254460729150289	NA	NA	-0.136097351918219	-0.271623027099939	-0.90015396460595	0.222907058162524	-3.87179337304283	0.0101703307322209	0.445508090068498	-2.42489955647987
1798	NA	NA	0.00606100498965294	0.330344446771203	NA	0.240101177273292	NA	NA	-0.821959991755243	0.11261864888556	NA	-0.174125013755595	0.900069708263048	-0.0511599545985216	3.77969593083304	0.0112311311972218	0.445508090068498	-2.49164909488421
1360	NA	-0.267849647580248	NA	NA	-0.844382385307867	-0.36307414008316	NA	-0.165870415104566	NA	NA	-0.404403234885202	-0.15574005456921	0.683577150470979	-0.366886646255042	3.6172896409298	0.0134213463648373	0.445508090068498	-2.61352459150496
4170	-1.93796421955162	-1.04716914480443	NA	NA	-0.817299930631558	NA	-1.27023655134484	0.731492835581358	NA	NA	-0.394670767097681	NA	2.10912491067295	-0.789307962974795	3.5697547962953	0.0141507798863952	0.445508090068498	-2.65021352186142
3011	NA	0.118163321402754	NA	0.124153272078656	-0.407892725925279	NA	NA	0.338102058245527	NA	0.400381859837169	0.161077454005777	NA	0.639020391087371	0.122330873274101	3.55481115689452	0.0143892368512575	0.445508090068498	-2.66184324841117
3712	NA	-0.128897329645911	0.243573861721561	-0.87162441868128	NA	-0.085925756876113	NA	-0.351757670531017	0.198061297047995	-0.540884864719622	NA	-0.630655721456166	-0.81607390060415	-0.271013825392569	-3.17620498635161	0.0145069755106349	0.445508090068498	-2.70171717202132
4944	NA	NA	NA	-0.0200267565163228	0.58988795337154	0.322706256678705	NA	NA	NA	-0.0619653885269349	0.0175563108373885	-0.201266195576382	-0.700534429417892	0.107815363377999	-3.49702566971642	0.0153548119548219	0.445508090068498	-2.70724617680731
3709	NA	-0.473009004856657	NA	-0.299269766379902	0.634562612872197	NA	NA	-0.216014088849301	NA	0.104661872437223	0.0254847587266679	NA	-0.892204540486799	-0.0372639360082954	-3.47514036022453	0.0157393505517309	0.445508090068498	-2.7246212868224
4296	NA	0.157235584126644	-0.250771836119033	NA	0.311143321432882	NA	NA	-0.403727151850403	0.132303831196918	NA	0.0358491689158209	NA	-0.625450728165303	-0.00299451371619524	-3.43510333947911	0.0164711308944001	0.445508090068498	-2.7566629062173
3796	NA	NA	0.126466834563118	0.130511245691343	NA	-0.117082265756097	NA	NA	0.706102990463835	0.275138680309667	NA	-0.114613251122801	-0.698153993179563	0.167754039024844	-3.3060292969327	0.0191027862388955	0.445508090068498	-2.86221233027173
6424	NA	NA	NA	0.815858620539944	-0.31558265065137	0.550206324160076	NA	NA	NA	0.102257236167124	-0.152700499310032	0.339879835446514	0.893451878644599	0.223319811058709	3.26696997791418	0.0199894443999812	0.445508090068498	-2.89482949351599
3718	0.204926092195668	0.115857883335252	0.783478041498849	-0.378585091213717	0.537322845000517	0.209190672742276	0.178677418624938	0.0188321600062542	0.344818078423926	-0.39588353963026	-0.0738070402554333	-0.399520909914151	-0.615446952247241	0.0954422175678433	-2.80643546960987	0.0165759861355598	0.445508090068498	-2.94613071383237
1164	NA	NA	NA	-0.30799814159598	-0.863207193992714	-0.275029080788209	NA	NA	NA	-0.195742647348285	-0.48646126037893	0.17011218571868	0.794264216054063	-0.326387689730906	3.12110706709594	0.0237300124717149	0.445508090068498	-3.0193971412056
3373	-0.0248624905448055	NA	NA	NA	-0.412858737052963	0.0834560229263979	0.0202470726625562	NA	NA	NA	-0.184762240408307	0.424429243701344	0.643289857500229	-0.0157251881192962	3.04912027002528	0.0258578097722751	0.445508090068498	-3.08246479349027
1070	-0.364133003948844	0.104105812838892	0.104149939288769	0.219725462906796	-0.290840260138901	0.155788383029116	0.0608529213934239	0.962139097731485	0.454270426058954	0.129543669652317	0.404839526048438	0.407792090272252	0.596786496313108	0.195686172094391	2.70160341056759	0.0200472054658357	0.445508090068498	-3.1120279008887
5524	NA	0.781505491062677	NA	0.487686070437762	-0.548720682599233	NA	NA	1.77769396982459	NA	0.134041372356589	-0.0673357259751749	NA	1.68141070273041	0.427478415851202	3.00054907142279	0.027412551786981	0.445508090068498	-3.12560342905255
197	NA	-0.18334974624912	0.221422600573412	-0.922370062382302	NA	NA	NA	-0.45032666985204	0.187927164523407	-0.626667213087402	NA	NA	-0.874275530640578	-0.295560654412341	-2.93515834731564	0.0296710792192172	0.445508090068498	-3.1844150938556
4232	NA	0.292383810306456	0.541550042820994	0.142338067882172	NA	NA	NA	0.848552256175829	1.60560565659691	0.510529494704071	NA	NA	-1.11016049456791	0.656826554747739	-2.91917683020232	0.0302537466320919	0.445508090068498	-3.19891543083124
6236	0.299458971962507	0.121321412137045	0.28265193498993	0.0834347334249311	0.697944310775556	0.531968908104668	1.05903007161737	0.111886653270861	0.584616685764318	0.321628486043713	0.140433345500348	-0.471321336636061	-0.619339972814216	0.313587848079599	-2.64452161119392	0.0222302911254864	0.445508090068498	-3.20203788146094
877	0.215720639737193	-0.150634078232605	NA	-0.606615551795745	NA	0.0425420462109037	-0.181017921011343	-0.1547021648339	NA	0.333711667685611	NA	-0.57265845709554	-0.660379364312254	-0.134206727416928	-2.72212069884262	0.0281922165284849	0.445508090068498	-3.21617925380281
3274	0.907809949316222	-0.327349242524854	0.354697028936813	-0.434824292647617	0.196895028697758	0.414310476690534	0.986821154842264	-0.419011385353354	0.440491384311676	0.0588712347028395	0.275306714871317	0.287444745040408	-0.703862431762073	0.228455233073667	-2.61658528445301	0.0233824901096993	0.445508090068498	-3.24598646264223
2165	NA	0.0749395897896596	NA	NA	-0.650447309504374	-0.124089794811808	NA	-0.215211254571956	NA	NA	-0.143733383021138	0.12577114091632	0.605727252676556	-0.155461835200549	2.85396916515412	0.0327650077016972	0.445508090068498	-3.25858777033468
6789	0.0226663961094882	-0.0580867316380868	NA	NA	0.192458395904118	NA	0.0296786286507457	-0.482036693511674	NA	NA	-0.332724215617001	NA	-0.589599089518478	-0.104674036683735	-2.82870869492076	0.0337986020625163	0.446640150917442	-3.281920545134
5890	NA	NA	NA	-0.536427062176164	0.147151436900859	0.0196529355160479	NA	NA	NA	0.51322302940616	-0.496369809778541	-0.480565789460829	-0.655647862719355	-0.138889209932078	-2.74712011533035	0.0373885036873552	0.446640150917442	-3.35809001700929
206	-3.05061803859578	-4.90618953719215	-4.68215398762326	-4.077165145704	-3.38582519070333	-4.80238072278642	-4.48526254963788	-5.0257671202458	-4.24908134535026	-3.84230679150317	-3.29686695926915	-5.76737259058588	-1.39492676062877	-4.29758249826642	-2.53100883095866	0.0272892187196281	0.445508090068498	-3.38011287760139
1060	-6.70569302805053	-4.3328334672259	-3.76941177033604	-3.46450474769303	-3.6525511534492	-5.24567132563913	-3.80682005759238	-3.32512705618114	-4.8829101780316	-4.65496638653906	-3.29948789270409	-3.73894464118062	1.57085930482551	-4.23991014205189	2.52933769113777	0.0273715448819997	0.445508090068498	-3.38272378294185
254	NA	NA	-0.241192939811071	NA	0.141965986488097	-0.561177316982583	NA	NA	-0.318178484368606	NA	-0.912323721299901	-1.08536853526729	-0.997262286327031	-0.496045835206891	-2.71298556283909	0.0390122478109198	0.44947416957975	-3.39031503358196
