id	1h_vs_ud|IB	1d_vs_ud|IB	30m_vs_ud|IB	6h_vs_ud|IB	1h_vs_ud|IB2	1d_vs_ud|IB2	30m_vs_ud|IB2	6h_vs_ud|IB2	1h_vs_ud|KR	1d_vs_ud|KR	30m_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
4491	1.60844488086686	0.700682229772082	-0.162343893653334	-0.522981780194237	0.580540123885599	0.263354520290095	0.763791838745134	0.061352984226453	0.909038491692042	-0.136948455114425	0.750039522044892	-0.0817082449915141	-1.21378684580126	0.394438518130804	-3.69248940795545	0.00316061065709149	0.0488738141733078	-1.81419526388196
4357	1.0501540474625	-0.046306084284075	0.753153751797836	0.0738846986895265	0.955756304884953	-0.137584003838449	0.79014536127711	0.135636992699737	0.632843905000518	0.780194033727603	0.689118608796235	-0.105423420569008	-0.844885328842573	0.464297849637041	-3.69064318031443	0.00317120168300089	0.0488738141733078	-1.81749435392422
6437	NA	NA	-0.0492749273676549	-0.0591434697400601	-1.19094985791786	-0.347073642424626	-0.0361280450161502	-0.534204605732678	NA	NA	-0.0956170409454544	0.226654895883241	1.0687187980547	-0.260717086657656	3.85051757196105	0.00510846738078598	0.0668922426563642	-1.86231393424958
3515	NA	NA	-0.600809383197897	-0.138856399256041	-1.43828745089832	-0.630036126703968	-0.312070307477081	0.011610149961208	NA	NA	-0.230519189710065	-0.654368884650334	1.1777490729166	-0.499167198991562	3.84175010057565	0.00517132740478131	0.0668922426563642	-1.87417373849442
6805	0.570744842621737	-0.509946961359277	-0.046392820556359	0.0577543832104462	0.705256156298918	-0.430144078830118	0.120641992898059	-0.338219033456497	0.262277289655138	-0.635301897899167	0.701934708547657	-0.336927419206455	-0.718556786009433	0.0101397634936735	-3.62030085216892	0.00360304527625934	0.0543308122233062	-1.94332282958227
4702_1	1.56596179966155	-0.183128713749779	3.03998635932634	1.23267795127135	2.02808062667099	-0.0349590338428891	2.98570279516225	1.09312934615716	2.17637049125174	-0.0506438536348906	2.66219004828774	0.651472444053831	-0.93104439203398	1.43057002171795	-3.60090402931632	0.00373240722307906	0.0555686521180744	-1.97806145508127
847	0.0539470040777606	0.185198690317701	0.454726944467818	0.44581437641553	0.0266088969942561	0.162180307647954	0.0365836415611366	0.525525921745723	-0.368296520611014	0.51117248678003	0.238510371465513	0.549266225555749	0.602782381085333	0.235103195534846	3.60005773612093	0.0037381583724468	0.0555686521180744	-1.97957749368469
4071_2	NA	NA	-0.124446925384085	-0.100174362971667	0.593436352220686	-0.207388366440459	0.0450006371379768	0.00834108491089268	NA	NA	-0.13052172953149	-0.197251399098539	-0.689797911273791	-0.0141255886445855	-3.75953720152676	0.00580284806513274	0.0719690505592794	-1.9859526467123
4072_2	NA	NA	-0.124446925384085	-0.100174362971667	0.593436352220686	-0.207388366440459	0.0450006371379768	0.00834108491089268	NA	NA	-0.13052172953149	-0.197251399098539	-0.689797911273791	-0.0141255886445855	-3.75953720152676	0.00580284806513274	0.0719690505592794	-1.9859526467123
4486	0.0978900056668558	0.386796329772082	-0.435491173653334	-0.913721209294237	-0.0328375474144013	0.191642620290095	-0.0784351929548655	-0.665931062173547	0.221267185292042	-0.160812449114425	-0.693727664055108	-0.299882001391514	-0.721951305467932	-0.19860351325253	-3.59167847233695	0.00379559290077807	0.056025089577682	-1.99458963896494
4448	NA	NA	2.51638243967945	-0.194523082469807	2.25923979872678	0.134553822817655	1.0090236232559	-0.433286893708049	NA	NA	NA	NA	-2.57314478681571	0.881898284716987	-3.99631885601072	0.00764947839557139	0.0848323106725801	-2.06069806984356
